"de","en"
"Auch Vliesstofflaminate, also insbesondere zweilagige, dreilagige oder mehrlagige Kombinationen können eingesetzt werden.","Also nonwoven laminates, that is, in particular, two-layer, three-layer, or multiple-layer combinations can be used."
"Der erste Leiterstab 2a weist einen ersten Kühlungsschlitz 6a mit einer Breite auf.","The first conductor bar 2 a comprises a first cooling slit 6 a having a width."
"Nachteilig ist jedoch, dass die Druckluftspeicher nur vergleichsweise wenig elektrische Energie speichern können.","However, a disadvantage is that the compressed air store can store only comparatively little electric energy."
"Der Frontautomat 1 kann in einem Tourenskibindungssystem zusammen mit einem Fersenautomaten (nicht gezeigt) verwendet werden.","The automatic front unit 1 can be used in a ski-touring binding system together with an automatic heel unit (not shown)."
"Besonders bevorzugt handelt es sich bei dem Behältnis um eine Flasche oder um einen Kunststoffvorformling (der in eine Flasche umgeformt werden kann).","The container can be a bottle or a plastics material pre-form (which can be converted into a bottle)."
"Die Innenausnehmungen der Walzen 116 entsprechen den Querschnitt der Steuerachse 90 und weisen gegenüber dieser ein gewisses Spiel auf, so daß die Walzen 116 gegenüber der Achse axial verschiebbar sind.","The inner recesses of the rollers 116 correspond to the cross-section of the control spindle 90 and have a certain clearance with respect to the latter, so that the rollers 116 are axially displaceable relative to the spindle."
"Die Zuführkanäle 40 liegen in dieser Ausführung jeweils paarweise in einer Querschnittsebene der Kammer 26.","The supply conduits 40 in this embodiment in each case lie in pairs in a cross-sectional plane of the chamber 26 ."
"Vorrichtung nach Anspruch 1 oder 2, dadurch gekennzeichnet, daß der kraftübertragende Anschluß des drehbeweglichen Gelenkes (6) am Drehgestellrahmen (1) durch ein Gelenkgetriebe gebildet ist.","The device according to claim 1, wherein the joint is connected to the frame of the bogie using a linkage mechanism to allow the force to be transmitted in both vertical directions."
"Verfahren nach einem der Ansprüche 1 bis 6, wobei es sich bei den elektrisch leitfähigen Elementen um Kohlenstoff enthaltende Heizelemente handelt bzw. Widerstandsheizer, die dazu dienen, ein im Reaktor zu behandelndes Gas oder Gasgemisch aufzuheizen.","The method as claimed in claim 1, wherein the at least one electrically conductive element is a carbon-containing heating element, or a resistance heater, which is used to heat a gas or gas mixture to be treated in the reactor."
"Vorteilhaft verwendbare Kombinationen von Gruppen sind mit einem Kreuz gekennzeichnet.","Combinations of groups which can be used with advantage are marked with a cross."
"Fig. 4 zeigt eine weitere Ausgestaltung der Unterseite 8bz.","FIG. 4 shows another embodiment of the underside 8 ."
"2 eine schematische Darstellung zum Strömungsverlauf bei einem erfindungsgemässen Mischelement,","2 is a schematic illustration pertaining to the flow behavior in a mixing element in accordance with the invention,"
"Durch die axial versetzte Anordnung der Tragvorrichtung ist der gesamte vom Röntgen-C-Bogen umschlossene Raum frei zugänglich.","Due to the axially-offset arrangement of the carrier device, the entire space enclosed by the x-ray C-arm is freely accessible."
"Dies ist vor allem für Geländefahrzeuge wichtig.","This is particularly important in the case of all-terrain vehicles."
"Dabei ist der erste Schalter (S1) geöffnet, wenn mittels des Spannungsfolgers (7) die an der ersten Kapazität (C1) anliegende Spannung der zweiten Kapazität (C2) zugeführt wird.","In this case, the first switch is open if the voltage present at the first capacitance is fed to the second capacitance by means of the voltage follower."
"In einer Weiterbildung des erfindungsgemäßen Verfahrens wird zur Vermeidung einer Kollision mit dem Hindernis allein durch Bremsen der Auslösezeitpunkt für die Notbremsung, ab dem fahrphysikalisch eine Kollision nicht mehr zu umgehen ist, dadurch bestimmt, daß im Auslösezeitpunkt der notwendige Anhalteweg gerade größer ist als der Abstand zwischen Hindernis und Fahrzeug im wesentlichen in Bewegungsrichtung.","In a further embodiment according to the invention, the time of triggering the emergency braking to avoid a collision with the obstacle by braking alone, from which time a collision is physically no longer avoidable, is determined so that, at the time of triggering, the necessary stopping distance just exceeds the current distance between the obstacle and the vehicle, essentially in the direction of vehicle motion."
"Es ist daher als ausgesprochen überraschend zu bezeichnen, das diese neuen und bisher nicht zugänglichen Verbindungen durch ein so einfaches Verfahren hergestellt werden können.","It is thus to be described as exceptionally surprising that these new compounds which were hitherto inaccessible can be prepared by such a simple process."
"Selbstverständlich können auch Urethanacrylate verwendet werden.","It is of course also possible to use urethane acrylates."
"Dadurch wiederum können besonders genaue Abbildungen und Messungen erzeugt werden.","This in turn allows particularly precise images and measurements to be generated."
"Verfahren nach einem der vorhergehenden Ansprüche, bei dem der vorbestimmte Wert 14 beträgt.","The non-transitory computer-readable storage medium according to claim 1, wherein the decoding the significance map comprises"
"Kraftstoff-Förderaggregat nach Anspruch 1, dadurch gekennzeichnet, daß der Schalldämpfer (20) ein von dem Kraftstoff durchströmtes Gehäuse mit einem Auslaßstutzen (21) umfaßt, der dicht an dem Einlaßanschluß (3) der Kraftstoffpumpe (2) angeschlossen ist.","A fuel supply aggregate as defined in claim 1, wherein said noise damper has a housing through which fuel flows, said housing having an outlet pipe which is tightly connected with said fuel inlet connection of said fuel pump."
"Es können Ausführungsformen, bei denen beide Einheiten auf einer gemeinsamen Leiterplatte untergebracht sind, ebenso wie Ausführungsformen, bei welchen die Komponenten der Distanzmessung auf mehrere, auch räumlich getrennt angeordnete, Leiterplatten aufgeteilt sind, realisiert werden.","It is possible to realize embodiments in which both units are accommodated on a common printed circuit board, and likewise embodiments in which the distance measuring components are divided among a plurality of printed circuit boards, also arranged spatially separately."
"Wird nach entsprechendem Absinken der Temperatur des Mediums über die Regeleinrichtung die Heizeinrichtung wieder eingeschaltet, so wird auch gleichzeitig das Heizelement des Fühlerrohres unter Spannung gesetzt, wodurch die Schaltdifferenz dann in der Nähe des oberen Schaltpunktes überbrückt bzw. reduziert wird.","If following a corresponding medium temperature drop the heating device is switched on again via the regulating device, then simultaneously the sensor tube heating element is made live, so that the operating differential is then reduced or bridged close to the upper switching or operating point."
"Dies bedeutet, dass entgegen den heute üblichen Fertigungsmethoden die hier verwendeten Glasschüsseln auf eine Massgenauigkeit ausgemessen und entsprechend die Schüsseln, welche außerhalb der zulässigen Toleranz liegen, zur Glasschmelze zurückgeführt werden müssen.","Contrary to manufacturing methods which are common today, the glass bowls used here are measured with regard to their dimensional accuracy and accordingly those bowls which lie outside the allowable tolerance are led back to the glass smelt."
"Der Titer wird als reziproker Wert angegeben.","The titer is reported as the reciprocal."
"Die Erfindung betrifft ein Verfahren zur Herstellung von Pellets, eine Vorrichtung dazu und damit hergestellte Pellets.","The invention relates to a process for the production of pellets, to a corresponding device and to pellets produced therewith."
"Beim Einleiten von Chlorwasserstoff in die Essigesterlösung fallen 25,9 Teile 1-[2-n-Butylmercapto--2-(2,4-dichlorphenyl)-äthyl]-1,2.,4-triazolhydrochlorid vom Schmelzpunkt 143°C aus.","When hydrogen chloride is passed into the ethyl acetate solution, 25.9 parts of 1-[2-n-butylmercapto-2-(2,4-dichlorophenyl)-ethyl]-1,2,4-triazole hydrochloride, m.p. 143° C., precipitates out."
"2 dargestellt ist, werden die mittels der Schneidwerkzeuge 6 auf Länge geschnittenen Längselemente L in der Fördereinrichtung 7 von je einer zugeordneten verschwenkbaren Längselement-Aufnahmerinne 21 ohne Längsverschiebung unmittelbar aufgenommen.","2, the longitudinal elements L, cut to length by means of the cutting tools 6, are directly received in the conveying device 7 by one allocated pivotable longitudinal-element receiving channel 21 each without longitudinal displacement."
"Die Drehfalle ist auf einem anderen Lagerbolzen gelagert.","The rotary catch is mounted on a different bearing bolt."
"Der zweite Schlitten 20 ist über zwei Linearantriebe 21, 22 in horizontaler Richtung entlang der dritten Linearachse 15 verschiebbar.","The second slide 20 is displaceable in the horizontal direction along the third linear axis 15 by means of two linear drives 21, 22 ."
"Fig. 5 eine Draufsicht auf eine Gabel,","FIG. 5 a plan view of a fork,"
"In einer Variante des Verfahrens umfasst die zweite Lösung ein drittes Lösungsmittel, welches nicht mit dem zweiten Lösungsmittel identisch ist.","In one variant of the process, the second solution comprises a third solvent non-identical to the second solvent."
"eine Schnittstelle zum Kommunizieren mit einer externen Überwachungsvorrichtung (110), wenn die Ethernet-Steuerung (100) arbeitet; und","an interface for communicating with an external monitor (110) when the Ethernet controller (100) is operating; and"
"Daraus ergibt sich ein 3D-Modell oder eine Punktwolke des Flurförderzeugs und des Objekts.","From this a 3-D model or a point cloud of the industrial truck and the object is generated."
"Am Wechslersegment kann ein Zusatzantrieb angelenkt sein, der wenigstens während der indifferenten Lage der Schwingkoppel auf diese oder auf das Wechslersegment einwirkt.","The weft change motion also has a second actuating means pivotally connected to the mixer segment or the connecting link in order to act on the mixer segment at least in the neutral position of the link."
"Die Führungsnut bildet eine konzentrische Führung für den oder die Führungszapfen.","The guide groove forms a concentric guide for the guide pin or pins."
"Im Gegensatz zu der Ausführungsform nach Fig. 5 bedarf es bei der Ausführungsform nach Fig. 6 jedoch keiner Temperaturmessung an der Walze, sondern es ist das in dem Rechner 70 gespeicherte Programm, welches durch das kleine Diagramm in dem den Rechner 70 symbolisierenden Rechteckkasten angedeutet ist, so umfangreich, daß darin auch die bei einer bestimmten Druckänderung sich einstellenden, auf die ""Flüssigkeitsreibung"" (im weitesten Sinn) zurückzuführenden Temperaturstörungen enthalten sind. Das Programm umfaßt also bereits die Temperaturfehler, die die Temperaturfühlereinrichtung 61 nach Fig. 5 ermitteln könnte.","In contrast to the embodiment of FIG. 5, the embodiment of FIG. 6 does not require the temperature of the roll to be measured, as the program stored in computer 70--indicated by the small diagram in the square box symbolizing the computer 70--is so comprehensive as to contain the temperature effects that occur at certain pressure changes attributable to fluid friction in its broadest sense Therefore, the program already accounts for the temperature errors that the temperature sensor 61 of FIG. 5 might detect."
